Gene,Gene_name,TA_sites_interior,Gene_length,Mean_counts_5p_10pct,Mean_counts_3p_25pct,Mean_counts_interior,Insertion_index,Fraction_zeros,Fraction_above_thresh,Median_counts,Upper25,Lower25,Zeros_interval,TraDIS,Keio
1575,nadE,29.0,827,0.0,0.3333333333333333,0.896551724137931,0.0016678480590418,0.8620689655172413,0.0344827586206896,0.0,0.0,0.0,0.4137931034482758,Essential,Essential
1576,cho,21.0,887,33.5,66.36363636363636,62.95238095238095,0.1091880686018228,0.1428571428571428,0.7619047619047619,51.0,97.0,6.0,0.0476190476190476,Nonessential,Nonessential
1577,ves,11.0,575,37.0,47.0,54.36363636363637,0.1454545454545454,0.0909090909090909,0.9090909090909092,43.0,78.5,35.0,0.0909090909090909,Nonessential,Nonessential
1578,spy,7.0,485,8.25,54.0,43.85714285714285,0.1391186133454174,0.2857142857142857,0.5714285714285714,15.0,48.0,1.0,0.2857142857142857,Nonessential,Nonessential
1579,astE,19.0,968,25.75,25.6,61.31578947368421,0.0974503964934587,0.2631578947368421,0.631578947368421,11.0,87.0,0.5,0.1052631578947368,Nonessential,Nonessential
1580,astB,28.0,1343,30.0,66.83333333333333,36.17857142857143,0.0414440362318247,0.1428571428571428,0.7142857142857143,19.0,48.75,4.75,0.0714285714285714,Nonessential,Nonessential
1581,astD,34.0,1478,52.833333333333336,28.76923076923077,41.73529411764706,0.043442587818931,0.2647058823529412,0.6764705882352942,31.0,64.5,0.25,0.0588235294117647,Nonessential,Nonessential
1582,astA,23.0,1034,0.0,56.0,64.43478260869566,0.095870826675637,0.3043478260869565,0.6521739130434783,45.0,81.5,0.0,0.0869565217391304,Nonessential,Nonessential
1583,astC,29.0,1220,73.85714285714286,90.25,101.75862068965516,0.1283210853589598,0.1379310344827586,0.8620689655172413,44.0,180.0,18.0,0.0344827586206896,Nonessential,Nonessential
1584,xthA,24.0,806,0.0,21.4,28.5,0.0543996945982057,0.25,0.6666666666666666,14.5,28.0,0.75,0.0833333333333333,Nonessential,Nonessential
1585,ydjX,34.0,710,14.25,82.85714285714286,59.11764705882353,0.1280989102033012,0.088235294117647,0.7647058823529411,32.0,106.0,9.5,0.0588235294117647,Nonessential,Nonessential
1586,ydjY,18.0,617,60.0,154.71428571428572,43.0,0.10721855130283,0.0555555555555555,0.7777777777777778,28.0,68.25,16.5,0.0555555555555555,Nonessential,Nonessential
1587,ydjZ,14.0,707,54.285714285714285,48.55555555555556,56.57142857142857,0.1231017921258373,0.2142857142857142,0.5714285714285714,19.0,53.0,2.5,0.0714285714285714,Nonessential,Nonessential
1588,ynjA,13.0,548,12.0,47.0,32.23076923076923,0.090485034336803,0.2307692307692307,0.5384615384615384,17.0,30.0,1.0,0.1538461538461538,Nonessential,Nonessential
1589,ynjB,24.0,1166,23.0,77.0,44.16666666666666,0.0582750582750582,0.2083333333333333,0.75,30.0,61.0,4.75,0.0833333333333333,Nonessential,Nonessential
1590,ynjC,30.0,1535,69.625,77.70588235294117,56.6,0.0567276371836632,0.1666666666666666,0.8,37.5,80.75,13.5,0.0666666666666666,Nonessential,Nonessential
1591,ynjD,13.0,653,39.25,43.0,76.38461538461539,0.1799613980082822,0.2307692307692307,0.6923076923076923,81.0,124.0,2.0,0.1538461538461538,Nonessential,Nonessential
1592,ynjE,30.0,1307,112.5,75.61111111111111,74.76666666666667,0.0880073764542012,0.0666666666666666,0.8,59.5,124.0,7.0,0.0333333333333333,Nonessential,Nonessential
1593,ynjF,17.0,620,47.5,41.25,59.70588235294117,0.1481535542256604,0.1176470588235294,0.7647058823529411,53.0,87.0,26.0,0.0588235294117647,Nonessential,Nonessential
1594,nudG,8.0,407,0.0,45.0,51.5,0.1946701946701946,0.0,0.875,38.5,54.0,22.25,0.0,Nonessential,Nonessential
1595,ynjH,12.0,272,52.0,34.333333333333336,26.416666666666668,0.1494155354449472,0.1666666666666666,0.6666666666666666,13.0,38.5,1.0,0.0833333333333333,Nonessential,Nonessential
1596,gdhA,29.0,1343,86.33333333333333,63.54545454545455,38.62068965517241,0.0442415827426226,0.2413793103448276,0.5862068965517241,8.0,63.0,1.0,0.2068965517241379,Nonessential,Nonessential
1597,ynjI,45.0,1040,1.1,36.625,8.8,0.0130177514792899,0.3777777777777777,0.3777777777777777,2.0,9.0,0.0,0.1111111111111111,Nonessential,Nonessential
1598,topB,35.0,1961,31.83333333333333,59.625,107.37142857142857,0.0842360087643106,0.1142857142857142,0.8,58.0,174.5,18.5,0.0285714285714285,Nonessential,Nonessential
1599,selD,19.0,1043,40.0,134.83333333333334,45.1578947368421,0.066609476711914,0.3684210526315789,0.631578947368421,22.0,41.5,0.0,0.1052631578947368,Nonessential,Nonessential
1600,ydjA,8.0,551,14.0,52.125,24.75,0.0691051235515845,0.375,0.375,3.0,28.25,0.0,0.25,Nonessential,Nonessential
1601,sppA,55.0,1856,55.833333333333336,62.8125,65.50909090909092,0.0543013021461297,0.2,0.7454545454545455,41.0,85.5,9.0,0.0363636363636363,Nonessential,Nonessential
1602,ansA,28.0,1016,197.33333333333331,82.35714285714286,55.60714285714285,0.0842022151077269,0.1071428571428571,0.7857142857142857,31.0,68.0,6.0,0.0357142857142857,Nonessential,Nonessential
1603,pncA,17.0,641,14.5,111.58333333333331,64.23529411764706,0.1541708727172616,0.2941176470588235,0.7058823529411765,27.0,91.0,0.0,0.1764705882352941,Nonessential,Nonessential
1604,ydjE,62.0,1358,8.307692307692308,25.75,20.20967741935484,0.0228952955923358,0.4516129032258064,0.4354838709677419,1.0,24.0,0.0,0.1935483870967742,Nonessential,Nonessential
1605,ydjF,30.0,758,38.5,6.461538461538462,15.733333333333333,0.0319328868141533,0.3,0.6,12.0,24.5,0.0,0.1,Nonessential,Nonessential
1606,ydjG,40.0,980,18.25,40.3,51.0,0.0800627943485086,0.15,0.775,21.0,63.25,8.75,0.025,Nonessential,Nonessential
1607,ydjH,34.0,947,2.7,51.0,10.470588235294118,0.0170101344087305,0.4411764705882353,0.3529411764705882,1.0,10.5,0.0,0.1176470588235294,Nonessential,Nonessential
1608,ydjI,25.0,836,5.142857142857143,21.25,17.08,0.0314317261685682,0.48,0.36,2.0,17.0,0.0,0.2,Nonessential,Nonessential
1609,ydjJ,30.0,1043,13.0,14.736842105263158,47.13333333333333,0.0695233178454654,0.2333333333333333,0.7,35.5,60.75,1.25,0.1,Nonessential,Nonessential
1610,ydjK,49.0,1379,38.0,37.77272727272727,47.3469387755102,0.0528219320304682,0.1632653061224489,0.7551020408163265,23.0,57.0,6.0,0.0612244897959183,Nonessential,Nonessential
1611,ydjL,26.0,1076,76.66666666666667,34.15384615384615,55.38461538461539,0.079188755196762,0.2307692307692307,0.7307692307692307,30.0,97.0,3.0,0.1153846153846153,Nonessential,Nonessential
1612,yeaC,5.0,272,11.0,85.0,90.6,0.5124434389140271,0.0,0.6,122.0,161.0,4.0,0.0,Nonessential,Nonessential
1613,msrB,13.0,413,9.5,62.75,33.0,0.122927919538089,0.0769230769230769,0.5384615384615384,7.0,16.0,3.0,0.0769230769230769,Unclear,Nonessential
1615,yeaD,21.0,884,16.5,30.77777777777778,43.57142857142857,0.0758291482273382,0.1428571428571428,0.7619047619047619,28.0,73.0,24.0,0.0952380952380952,Nonessential,Nonessential
1616,yeaE,25.0,854,188.5,99.0,57.28,0.1031886146640245,0.08,0.88,48.0,85.0,13.0,0.04,Nonessential,Nonessential
1617,mipA,33.0,746,2.6666666666666665,68.63636363636364,66.81818181818181,0.1377978589774836,0.2424242424242424,0.7575757575757576,46.0,107.0,6.0,0.1212121212121212,Nonessential,Nonessential
1618,yeaH,28.0,1283,49.142857142857146,23.55,42.85714285714285,0.0513905424271753,0.25,0.7142857142857143,39.5,65.0,1.5,0.0714285714285714,Nonessential,Nonessential
1619,cdgI,73.0,1475,0.3846153846153846,28.047619047619047,5.589041095890411,0.0058295083138361,0.6027397260273972,0.2328767123287671,0.0,5.0,0.0,0.2465753424657534,Nonessential,Nonessential
1620,dgcJ,58.0,1490,68.5,37.42857142857143,27.32758620689655,0.0282164028981895,0.2586206896551724,0.5862068965517241,20.5,46.75,0.25,0.0862068965517241,Nonessential,Nonessential
1621,yeaK,14.0,503,20.33333333333333,85.8,87.71428571428571,0.2682804273261529,0.0714285714285714,0.8571428571428571,73.0,136.75,29.75,0.0714285714285714,Nonessential,Nonessential
1622,yeaL,11.0,446,0.0,62.2,32.54545454545455,0.1122644171971526,0.4545454545454545,0.5454545454545454,6.0,51.0,0.0,0.1818181818181818,Nonessential,Nonessential
1623,nimR,20.0,818,16.5,80.86666666666666,83.55,0.1571374835433515,0.2,0.75,49.0,104.0,9.5,0.1,Nonessential,Nonessential
1624,nimT,32.0,1181,27.5,30.0,62.09375,0.0808881000455937,0.03125,0.9375,40.0,72.75,14.5,0.03125,Nonessential,Nonessential
1625,yeaO,6.0,347,44.0,211.0,20.666666666666668,0.0916278726076997,0.3333333333333333,0.6666666666666666,8.0,23.0,2.0,0.1666666666666666,Nonessential,Nonessential
1626,yoaF,4.0,254,0.0,0.0,31.5,0.1907934585099939,0.25,0.75,38.0,46.25,23.25,0.25,Nonessential,Nonessential
1627,dgcP,30.0,1025,17.0,44.23076923076923,63.0,0.0945590994371482,0.2333333333333333,0.7333333333333333,26.5,83.75,6.25,0.1,Nonessential,Nonessential
1628,yeaQ,8.0,248,13.0,36.6,37.75,0.2341811414392059,0.125,0.625,10.0,69.0,2.5,0.125,Nonessential,Nonessential
1629,yoaG,5.0,182,388.0,46.5,42.2,0.356720202874049,0.0,1.0,27.0,35.0,27.0,0.0,Nonessential,Nonessential
1630,FJKNNBLA_01803,9.0,182,0.0,0.0,29.22222222222222,0.2470179393256316,0.1111111111111111,0.6666666666666666,7.0,32.0,3.0,0.1111111111111111,NA,NA
1631,leuE,33.0,638,0.75,164.83333333333334,9.12121212121212,0.0219947241890815,0.4545454545454545,0.3939393939393939,3.0,10.0,0.0,0.1212121212121212,Nonessential,Nonessential
1632,dmlR,20.0,923,32.333333333333336,10.090909090909092,30.9,0.0515042920243353,0.2,0.75,20.5,43.25,4.75,0.05,Nonessential,Nonessential
1633,dmlA,24.0,1085,164.0,14.3,59.208333333333336,0.0839536807278742,0.0833333333333333,0.625,12.5,74.75,2.75,0.0416666666666666,Nonessential,Nonessential
1634,yeaW,22.0,1124,21.2,61.8125,80.86363636363636,0.1106811338128064,0.0909090909090909,0.9090909090909092,49.0,120.75,19.75,0.0454545454545454,Nonessential,Nonessential
1635,yeaX,28.0,965,23.666666666666668,48.75,66.85714285714286,0.1065877128053293,0.25,0.6785714285714286,39.0,88.75,0.75,0.0357142857142857,Nonessential,Nonessential
1636,rnd,19.0,1115,34.833333333333336,28.545454545454547,43.10526315789474,0.0594760443710172,0.1578947368421052,0.7368421052631579,27.0,67.0,4.5,0.1052631578947368,Unclear,Nonessential
1638,yeaY,15.0,581,45.75,36.44444444444444,47.93333333333333,0.1269252835517895,0.0666666666666666,0.8666666666666667,15.0,79.0,10.5,0.0666666666666666,Nonessential,Nonessential
1639,tsaB,17.0,695,0.0,32.857142857142854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
1640,yoaA,44.0,1910,40.42857142857143,49.41666666666666,62.68181818181818,0.0504887782374693,0.0909090909090909,0.8409090909090909,60.0,93.5,17.75,0.0227272727272727,Nonessential,Nonessential
1641,yoaB,7.0,347,43.5,53.8,60.85714285714285,0.2698166386927194,0.0,0.7142857142857143,67.0,88.0,15.5,0.0,Nonessential,Nonessential
1642,yoaC,7.0,299,56.333333333333336,89.8,43.57142857142857,0.2241905251938696,0.1428571428571428,0.8571428571428571,14.0,40.5,11.5,0.1428571428571428,Nonessential,Nonessential
1644,pabB,35.0,1361,40.55555555555556,64.45833333333333,47.25714285714286,0.0534190277026426,0.1428571428571428,0.7714285714285715,32.0,61.5,8.5,0.0571428571428571,Nonessential,Nonessential
1645,nudL,15.0,578,5.333333333333333,64.66666666666667,61.333333333333336,0.163250820690267,0.2,0.7333333333333333,18.0,103.0,3.5,0.1333333333333333,Nonessential,Nonessential
1646,sdaA,43.0,1364,58.3,24.11111111111111,67.5813953488372,0.0762253500438046,0.1860465116279069,0.7209302325581395,25.0,118.5,3.0,0.0465116279069767,Nonessential,Nonessential
1647,pdeD,42.0,1598,59.72727272727273,99.6,48.54761904761905,0.0467388264634822,0.119047619047619,0.7857142857142857,31.0,75.75,11.0,0.0238095238095238,Nonessential,Nonessential
1648,yoaE,30.0,1556,0.1666666666666666,21.9,56.56666666666667,0.0559290752092808,0.2,0.7333333333333333,31.5,61.5,4.75,0.0666666666666666,Nonessential,Nonessential
1649,manX,21.0,971,92.4,33.18181818181818,55.04761904761905,0.0872179656937638,0.1904761904761904,0.7142857142857143,38.0,67.0,3.0,0.0952380952380952,Nonessential,Nonessential
1650,manY,24.0,800,68.66666666666667,46.23076923076923,44.208333333333336,0.0850160256410256,0.3333333333333333,0.625,16.5,81.25,0.0,0.125,Nonessential,Nonessential
1651,manZ,28.0,851,158.25,65.41666666666667,65.96428571428571,0.1192520757738148,0.1428571428571428,0.75,49.5,125.75,5.75,0.0357142857142857,Nonessential,Nonessential
1652,yobD,17.0,458,107.0,0.0,18.823529411764707,0.0632298603015274,0.4117647058823529,0.3529411764705882,3.0,20.0,0.0,0.1764705882352941,Nonessential,Nonessential
1653,mntP,9.0,566,135.33333333333334,78.0,19.33333333333333,0.0525505119144695,0.3333333333333333,0.6666666666666666,8.0,19.0,0.0,0.2222222222222222,Nonessential,Nonessential
1654,rlmA,24.0,809,385.0,61.71428571428572,70.29166666666667,0.1336724667997844,0.0833333333333333,0.8333333333333334,48.0,97.25,9.5,0.0833333333333333,Nonessential,Nonessential
1655,cspC,6.0,209,6.0,60.0,24.166666666666668,0.177892283155441,0.3333333333333333,0.6666666666666666,26.5,29.25,6.5,0.3333333333333333,Nonessential,Nonessential
1656,yebO,5.0,287,1.0,16.0,29.2,0.1565264004288394,0.4,0.4,3.0,50.0,0.0,0.2,Nonessential,Nonessential
1657,yobH,12.0,239,200.0,42.66666666666666,42.91666666666666,0.2762579122411758,0.0833333333333333,0.8333333333333334,36.5,46.25,23.0,0.0833333333333333,Nonessential,Nonessential
1658,kdgR,28.0,791,19.0,36.875,48.85714285714285,0.0950250760617385,0.1071428571428571,0.8214285714285714,26.0,64.0,8.0,0.0714285714285714,Nonessential,Nonessential
1659,yebQ,39.0,1373,23.0,53.66666666666666,44.46153846153846,0.0498196408331429,0.2051282051282051,0.717948717948718,29.0,62.0,3.0,0.0512820512820512,Nonessential,Nonessential
1660,htpX,17.0,881,23.2,41.0,77.11764705882354,0.1346680294400131,0.1176470588235294,0.7058823529411765,44.0,120.0,5.0,0.0588235294117647,Nonessential,Nonessential
1661,prc,50.0,2048,19.181818181818183,40.08695652173913,44.38,0.0333383413461538,0.22,0.64,23.0,57.0,2.0,0.06,Nonessential,Nonessential
1662,proQ,11.0,698,33.25,58.66666666666666,47.63636363636363,0.1049952912417095,0.1818181818181818,0.7272727272727273,24.0,79.0,5.5,0.0909090909090909,Unclear,Nonessential
1663,msrC,14.0,551,62.85714285714285,83.6,73.28571428571429,0.2046229632436529,0.1428571428571428,0.7142857142857143,52.0,109.0,12.0,0.1428571428571428,Nonessential,Nonessential
1664,yebS,44.0,1283,46.66666666666666,31.1875,64.79545454545455,0.0776970496378134,0.2045454545454545,0.7727272727272727,34.5,95.5,6.0,0.0454545454545454,Nonessential,Nonessential
1665,yebT,71.0,2633,53.69230769230769,61.5,55.971830985915496,0.0327043331595521,0.1830985915492957,0.7183098591549296,29.0,80.0,2.5,0.0422535211267605,Nonessential,Nonessential
1666,rsmF,31.0,1445,58.66666666666666,26.0,44.83870967741935,0.0477388444795521,0.0967741935483871,0.8064516129032258,39.0,55.0,7.5,0.032258064516129,Nonessential,Nonessential
1667,yebV,7.0,236,35.0,32.5,87.28571428571429,0.5690072639225182,0.0,0.8571428571428571,65.0,125.5,42.0,0.0,Nonessential,Nonessential
1668,FJKNNBLA_01843,10.0,275,62.5,59.75,41.7,0.2332867132867133,0.1,0.9,30.0,43.5,18.25,0.1,NA,NA
1669,pphA,17.0,656,96.5,76.85714285714286,79.70588235294117,0.1869274914468601,0.1764705882352941,0.8235294117647058,42.0,90.0,9.0,0.0588235294117647,Nonessential,Nonessential
1670,yebY,10.0,341,18.0,4.333333333333333,62.5,0.2819760884277013,0.3,0.6,15.5,102.25,0.25,0.1,Unclear,Nonessential
1671,yebZ,18.0,872,107.66666666666669,59.333333333333336,42.61111111111112,0.0751783893985729,0.2222222222222222,0.6666666666666666,19.0,69.25,1.75,0.0555555555555555,Nonessential,Nonessential
1672,yobA,6.0,374,51.0,34.4,13.5,0.0555327025915261,0.5,0.5,6.0,16.5,0.0,0.5,Nonessential,Nonessential
1673,holE,5.0,230,1.0,28.5,72.6,0.4856187290969899,0.0,1.0,73.0,104.0,22.0,0.0,Nonessential,Nonessential
1674,yobB,13.0,656,88.33333333333333,77.22222222222223,75.07692307692308,0.1760715832010391,0.0769230769230769,0.7692307692307693,50.0,104.0,17.0,0.0769230769230769,Nonessential,Nonessential
1675,exoX,20.0,662,8.0,17.88888888888889,117.6,0.2732976992795723,0.1,0.85,104.0,150.25,49.5,0.05,Nonessential,Nonessential
1676,ptrB,66.0,2060,61.2,39.93103448275862,83.71212121212122,0.0625183877611062,0.1666666666666666,0.7727272727272727,45.5,125.25,7.25,0.0303030303030303,Nonessential,Nonessential
1677,yebE,18.0,659,73.0,31.6,41.11111111111112,0.095975513274451,0.3333333333333333,0.5555555555555556,31.5,46.0,0.0,0.1666666666666666,Nonessential,Nonessential
1678,yebF,5.0,356,16.0,20.6,57.6,0.2489196197061365,0.0,1.0,14.0,76.0,8.0,0.0,Unclear,Nonessential
1679,yebG,5.0,290,150.66666666666666,28.0,38.0,0.2015915119363395,0.0,0.8,58.0,58.0,8.0,0.0,Unclear,Nonessential
1680,purT,26.0,1178,67.16666666666667,66.9,89.23076923076923,0.1165348951688249,0.1538461538461538,0.8076923076923077,38.5,131.0,15.5,0.0769230769230769,Nonessential,Nonessential
1681,eda,12.0,641,0.0,56.77777777777778,32.666666666666664,0.078403136125445,0.5,0.5,7.0,34.25,0.0,0.1666666666666666,Nonessential,Nonessential
1682,edd,40.0,1811,15.166666666666666,75.64285714285714,50.3,0.0427303232383298,0.25,0.675,23.0,87.0,0.75,0.075,Nonessential,Nonessential
1683,zwf,34.0,1475,14.0,27.642857142857142,35.55882352941177,0.0370887337986041,0.1764705882352941,0.6764705882352942,27.5,60.0,1.25,0.088235294117647,Unclear,Nonessential
1684,hexR,18.0,869,118.0,105.23076923076924,63.22222222222222,0.1119274536996055,0.2222222222222222,0.7777777777777778,62.0,95.5,23.0,0.0555555555555555,NA,NA
1685,pykA,26.0,1442,60.42857142857143,57.21739130434783,45.65384615384615,0.048707826900508,0.1153846153846153,0.8461538461538461,35.0,69.0,11.0,0.0384615384615384,Nonessential,Nonessential
1686,lpxM,20.0,971,15.333333333333334,57.7,20.5,0.032480392933534,0.25,0.55,9.5,22.75,0.75,0.1,Unclear,Nonessential
1687,mepM,34.0,1322,60.25,113.53333333333332,59.8235294117647,0.0696189100567493,0.1176470588235294,0.7941176470588235,41.0,96.75,10.5,0.0294117647058823,Nonessential,Nonessential
1688,znuA,24.0,986,40.55555555555556,50.25,22.041666666666668,0.0343917407811931,0.3333333333333333,0.5416666666666666,11.5,28.25,0.0,0.0833333333333333,Nonessential,Nonessential
1689,znuC,27.0,755,0.0,78.8,82.14814814814815,0.1673930680553197,0.037037037037037,0.8518518518518519,41.0,121.0,8.5,0.037037037037037,Nonessential,Nonessential
1690,znuB,20.0,785,34.25,59.45454545454545,74.05,0.145124938755512,0.0,0.95,65.0,108.75,18.25,0.0,Nonessential,Nonessential
1691,ruvB,19.0,1010,15.0,7.636363636363637,10.105263157894736,0.0153926323806469,0.4736842105263157,0.2631578947368421,1.0,10.0,0.0,0.1052631578947368,Nonessential,Nonessential
1692,ruvA,11.0,611,6.5,1.2,8.909090909090908,0.0224325592574365,0.4545454545454545,0.4545454545454545,5.0,14.5,0.0,0.1818181818181818,Nonessential,Nonessential
1693,yebB,26.0,602,17.5,32.8,20.807692307692307,0.053175804517486,0.3076923076923077,0.6153846153846154,14.0,29.0,0.0,0.1153846153846153,Nonessential,Nonessential
1694,ruvC,14.0,521,6.0,36.5,16.285714285714285,0.0480901056716795,0.3571428571428571,0.4285714285714285,4.5,11.5,0.0,0.1428571428571428,Nonessential,Nonessential
1695,yebC,16.0,740,27.5,76.8,47.25,0.0982328482328482,0.1875,0.6875,15.0,90.75,4.0,0.125,Nonessential,Nonessential
1696,nudB,14.0,509,246.0,67.0,87.14285714285714,0.2633908331354303,0.0714285714285714,0.9285714285714286,62.0,124.0,29.75,0.0714285714285714,Unclear,Nonessential
1697,aspS,38.0,1772,0.1428571428571428,0.4375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
1698,yecD,17.0,566,105.0,133.75,108.11764705882354,0.2938778120652991,0.1176470588235294,0.8235294117647058,77.0,138.0,11.0,0.0588235294117647,Nonessential,Nonessential
1699,yecE,19.0,818,121.75,114.08333333333331,61.89473684210526,0.1164091345535175,0.1578947368421052,0.8421052631578947,43.0,82.0,15.0,0.1052631578947368,Nonessential,Nonessential
1700,yecN,11.0,395,60.6,102.33333333333331,73.18181818181819,0.2850314242719306,0.0,0.7272727272727273,16.0,127.5,8.5,0.0,Nonessential,Nonessential
1701,cmoA,23.0,743,25.0,97.0,33.78260869565217,0.069950530480696,0.217391304347826,0.6956521739130435,19.0,47.5,2.0,0.0869565217391304,Nonessential,Nonessential
1702,cmoB,24.0,971,48.66666666666666,43.81818181818182,23.625,0.0374316723441337,0.2916666666666667,0.625,11.5,34.75,0.0,0.0833333333333333,Nonessential,Nonessential
1703,torZ,71.0,2429,53.16666666666666,66.61538461538461,75.50704225352112,0.0478240759119112,0.1690140845070422,0.7746478873239436,30.0,84.5,8.5,0.028169014084507,Nonessential,Nonessential
1704,torY,35.0,1100,6.0,63.8125,21.571428571428573,0.0301698301698301,0.4857142857142857,0.3714285714285714,1.0,23.5,0.0,0.2,Nonessential,Nonessential
1705,cutC,17.0,746,85.33333333333333,57.0,29.529411764705884,0.0608979413584365,0.2352941176470588,0.6470588235294118,16.0,30.0,1.0,0.1764705882352941,Nonessential,Nonessential
1706,yecM,11.0,566,53.75,52.0,44.81818181818182,0.1218216412562702,0.2727272727272727,0.7272727272727273,20.0,49.5,4.5,0.0909090909090909,Nonessential,Nonessential
1707,argS,37.0,1733,0.0,3.789473684210526,0.972972972972973,0.0008637515850441,0.972972972972973,0.027027027027027,0.0,0.0,0.0,0.7027027027027027,Essential,Essential
1708,yecT,21.0,488,7.0,25.55555555555556,13.285714285714286,0.0418843451630336,0.2857142857142857,0.4761904761904761,5.0,17.0,0.0,0.1428571428571428,Nonessential,Nonessential
1709,flhE,11.0,392,77.0,31.0,34.63636363636363,0.1359354930783502,0.3636363636363636,0.5454545454545454,10.0,35.5,0.0,0.1818181818181818,Nonessential,Nonessential
1711,flhB,23.0,1148,7.0,79.625,55.08695652173913,0.0738233134839709,0.1739130434782608,0.6956521739130435,45.0,83.0,4.5,0.0434782608695652,Nonessential,Nonessential
1712,cheZ,11.0,644,137.5,7.75,107.0,0.2556139512661252,0.0909090909090909,0.6363636363636364,57.0,178.5,4.0,0.0909090909090909,Nonessential,Nonessential
1713,cheY,8.0,389,0.0,117.5,26.0,0.1028277634961439,0.25,0.625,18.0,26.75,2.25,0.125,Unclear,Nonessential
1714,cheB,23.0,1049,38.0,76.75,90.6086956521739,0.13288655225075,0.0869565217391304,0.8260869565217391,47.0,117.0,6.5,0.0434782608695652,Nonessential,Nonessential
1715,cheR,17.0,860,81.66666666666667,45.7,55.588235294117645,0.0994422813848258,0.0588235294117647,0.8235294117647058,33.0,54.0,6.0,0.0588235294117647,Nonessential,Nonessential
1716,tap,35.0,1601,27.5,69.0909090909091,82.94285714285714,0.0797029329196724,0.2571428571428571,0.6571428571428571,20.0,122.0,0.5,0.0857142857142857,Nonessential,Nonessential
1717,tar,47.0,1661,47.0,68.2,38.63829787234042,0.0357877996316773,0.2765957446808511,0.6382978723404256,16.0,52.5,0.0,0.0851063829787234,Nonessential,Nonessential
1718,cheW,15.0,503,135.33333333333334,82.33333333333333,86.66666666666667,0.2650762094102054,0.0666666666666666,0.9333333333333332,65.0,102.5,36.0,0.0666666666666666,Nonessential,Nonessential
1719,cheA,42.0,1964,125.0,47.0,45.88095238095238,0.0359399595652141,0.0952380952380952,0.7380952380952381,29.5,63.25,5.25,0.0238095238095238,Nonessential,Nonessential
1721,motA,21.0,887,82.71428571428571,44.85714285714285,52.19047619047619,0.0905220296426609,0.238095238095238,0.6666666666666666,16.0,62.0,1.0,0.1428571428571428,Unclear,Nonessential
1722,flhC,14.0,578,0.0,105.42857142857144,45.5,0.1211072664359861,0.0714285714285714,0.7857142857142857,46.0,73.25,12.25,0.0714285714285714,Nonessential,Nonessential
1723,flhD,8.0,350,163.0,66.0,60.0,0.2637362637362637,0.125,0.75,43.5,122.0,6.25,0.125,Nonessential,Nonessential
1724,uspC,16.0,428,74.0,22.4,41.0625,0.1476006470165348,0.0625,0.8125,30.5,51.5,9.5,0.0625,Nonessential,Nonessential
1725,otsA,45.0,1424,131.83333333333334,56.0,47.84444444444444,0.0516901949486219,0.1111111111111111,0.7555555555555555,18.0,51.0,8.0,0.0222222222222222,Nonessential,Nonessential
1726,otsB,23.0,800,28.666666666666668,101.11111111111111,80.91304347826087,0.1556020066889632,0.0869565217391304,0.8695652173913043,58.0,124.5,19.5,0.0434782608695652,Nonessential,Nonessential
1727,araH,22.0,986,78.0,57.333333333333336,48.68181818181818,0.0759585242343863,0.1818181818181818,0.8181818181818182,33.0,79.0,8.5,0.0454545454545454,Nonessential,Nonessential
1728,araG,45.0,1514,59.22222222222222,46.27272727272727,92.24444444444444,0.0937348282130316,0.1111111111111111,0.8666666666666667,47.0,145.0,22.0,0.0444444444444444,Nonessential,Nonessential
1729,araF,27.0,989,31.0,54.73333333333333,65.18518518518519,0.1014003036247728,0.1481481481481481,0.7407407407407407,33.0,59.5,5.5,0.037037037037037,Nonessential,Nonessential
1730,ftnB,12.0,503,0.0,64.0,37.5,0.1146964367640311,0.25,0.6666666666666666,24.0,36.5,3.75,0.1666666666666666,Nonessential,Nonessential
1731,yecJ,5.0,251,0.0,18.5,51.8,0.3174992338338951,0.2,0.6,35.0,93.0,2.0,0.2,Unclear,Nonessential
1732,yecR,12.0,323,15.0,23.6,77.83333333333333,0.3707231880606493,0.3333333333333333,0.5,21.0,107.25,0.0,0.1666666666666666,Nonessential,Nonessential
1733,ftnA,20.0,497,6.0,12.428571428571429,16.9,0.0523138832997987,0.25,0.55,8.0,22.75,0.75,0.1,Nonessential,Nonessential
1734,yecH,5.0,239,77.0,11.333333333333334,127.4,0.8200836820083682,0.0,1.0,76.0,113.0,63.0,0.0,Nonessential,Nonessential
1735,tyrP,41.0,1211,18.75,30.5,57.170731707317074,0.0726300345643359,0.1707317073170731,0.7317073170731707,36.0,87.0,5.0,0.073170731707317,Nonessential,Nonessential
1736,yecA,12.0,665,36.0,75.5,75.16666666666667,0.173896279159437,0.25,0.6666666666666666,41.0,91.25,2.25,0.1666666666666666,Nonessential,Nonessential
1737,pgsA,15.0,548,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
1738,uvrC,53.0,1832,152.44444444444446,80.13333333333334,74.13207547169812,0.0622540103054233,0.0943396226415094,0.8867924528301887,49.0,115.0,25.0,0.0188679245283018,Nonessential,Nonessential
